Questions	Answers	Source	Metadata
Is anybody available to speak?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is anybody available to talk to me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is anybody available to talk with me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is anybody available to talk?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is anybody free?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is anybody listening to me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is anybody listening?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is anybody listening? 	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is anybody there to chat to me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is anybody there to chat with me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is anybody there to chat?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is anybody there to listen to me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is anybody there to listen?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is anybody there to speak to me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is anybody there to speak with me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is anybody there to speak?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is anybody there to talk to me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is anybody there to talk with me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is anybody there to talk?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is anybody there?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is anyone around to chat to me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is anyone around to chat with me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is anyone around to chat?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is anyone around to listen to me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is anyone around to listen?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is anyone around to speak to me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is anyone around to speak with me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is anyone around to speak?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is anyone around to talk to me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is anyone around to talk with me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is anyone around to talk?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is anyone around?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is anyone available to chat to me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is anyone available to chat with me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is anyone available to chat?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is anyone available to listen to me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is anyone available to listen with me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is anyone available to listen?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is anyone available to me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is anyone available to speak to me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is anyone available to speak with me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is anyone available to speak?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is anyone available to talk to me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is anyone available to talk with me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is anyone available to talk?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is anyone available with me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is anyone available?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is anyone free to chat with me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is anyone free to chat?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is anyone free to listen to me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is anyone free to listen?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is anyone free to speak to me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is anyone free to speak with me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is anyone free to speak?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is anyone free to talk to me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is anyone free to talk with me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is anyone free to talk?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is anyone free?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is anyone listening?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is anyone there to chat to me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is anyone there to chat with me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is anyone there to chat?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is anyone there to listen to me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is anyone there to listen with me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is anyone there to listen?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is anyone there to speak to me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is anyone there to speak with me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is anyone there to speak?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is anyone there to talk to me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is anyone there to talk with me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is anyone there to talk?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is anyone there?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is somebody listening? 	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is someone around to chat to me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is someone around to chat with me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is someone around to chat?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is someone around to listen to me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is someone around to listen?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is someone around to me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is someone around to speak to me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is someone around to speak with me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is someone around to speak?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is someone around to talk to me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is someone around to talk with me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is someone around to talk?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is someone around with me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is someone around?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is someone available to chat to me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is someone available to chat with me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is someone available to chat?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is someone available to listen to me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is someone available to listen with me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is someone available to listen?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is someone available to me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is someone available to speak to me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is someone available to speak with me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is someone available to speak?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is someone available to talk to me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is someone available to talk with me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is someone available to talk?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is someone available with me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is someone available?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is someone free to chat to me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is someone free to chat with me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is someone free to chat?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is someone free to listen to me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is someone free to listen with me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is someone free to listen?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is someone free to me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is someone free to speak to me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is someone free to speak with me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is someone free to speak?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is someone free to talk to me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is someone free to talk with me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is someone free to talk?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is someone free with me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is someone free?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is someone listening to chat to me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is someone listening to chat with me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is someone listening to chat?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is someone listening to listen to me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is someone listening to listen with me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is someone listening to listen?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is someone listening to me talk?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is someone listening to me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is someone listening to speak to me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is someone listening to speak with me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is someone listening to speak?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is someone listening to talk to me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is someone listening to talk with me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is someone listening?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is someone listening? 	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is someone there to chat to me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is someone there to chat with me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is someone there to chat?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is someone there to listen to me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is someone there to listen with me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is someone there to listen?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is someone there to speak to me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is someone there to speak with me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is someone there to speak?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is someone there to talk to me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is someone there to talk with me?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is someone there to talk?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is someone there?	Chat away!	qna_chitchat_friendly	editorial:chitchat
Is there anybody listening? 	Chat away!	qna_chitchat_friendly	editorial:chitchat
